type,bug,error,file,solver,status1,status2,mutation_type
metamorphic,no,,neos-2626858-aoos.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,neos-2626858-aoos.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,neos-2626858-aoos.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,neos-2626858-aoos.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,-1.0081566870212555e-07,timtab1CUTS.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,timtab1CUTS.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,timtab1CUTS.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,,neos-2656603-coxs.mps.gz,both,infeasible,infeasible,
metamorphic,no,,neos-2656603-coxs.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,neos-2656603-coxs.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,neos-2656603-coxs.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,neos-2656603-coxs.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,efficiency,-1.839529999999999,neos-2652786-brda.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,neos-2652786-brda.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-2652786-brda.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1.9931339999999995,neos-2652786-brda.mps.gz,gurobi,optimal,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,neos-2652786-brda.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,assign1-5-8.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,assign1-5-8.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,assign1-5-8.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,assign1-5-8.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,assign1-5-8.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,-0.6060606060606091,newdano.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,0.7878787878780713,newdano.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,0.12727272727261152,newdano.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,7.142857142857167,newdano.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,4.363636300036376,newdano.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,khb05250.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,khb05250.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,khb05250.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,bienst1.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,bienst1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,bienst1.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,0.0,bienst1.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,bienst1.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,bienst2.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,bienst2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,bienst2.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,0.0,bienst2.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,bienst2.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,23588.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,23588.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,23588.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,23588.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,23588.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,22433.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,22433.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,22433.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,22433.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,22433.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,fhnw-binpack4-18.mps.gz,both,infeasible,infeasible,
metamorphic,no,,fhnw-binpack4-18.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,fhnw-binpack4-18.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,no,,fhnw-binpack4-18.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,fhnw-binpack4-18.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,determination,,fhnw-binpack4-4.mps.gz,both,infeasible,time_limit_infeasible,
metamorphic,no,,fhnw-binpack4-4.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,fhnw-binpack4-4.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,fhnw-binpack4-4.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,fhnw-binpack4-4.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,ScaleObjective
consistency,determination,,ponderthis0517-inf.mps.gz,both,infeasible,time_limit_infeasible,
metamorphic,no,,ponderthis0517-inf.mps.gz,gurobi,infeasible,infeasible,TranslateObjective
metamorphic,no,,ponderthis0517-inf.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,ponderthis0517-inf.mps.gz,gurobi,infeasible,infeasible,ScaleObjective
metamorphic,no,,ponderthis0517-inf.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,ScaleObjective
consistency,no,0.0,neos-1430701.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-1430701.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-1430701.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,0.0,neos-1430701.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-1430701.mps.gz,cplex,optimal,optimal_tolerance,ScaleObjective
consistency,determination,0.0,gen-ip036.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,gen-ip036.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,determination,0.0,gen-ip036.mps.gz,cplex,time_limit_feasible,optimal_tolerance,TranslateObjective
metamorphic,no,0.0,gen-ip036.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,determination,0.0,gen-ip036.mps.gz,cplex,time_limit_feasible,optimal_tolerance,ScaleObjective
consistency,no,0.0,danoint.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,danoint.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,danoint.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,danoint.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,2.842170943040401e-14,danoint.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,5.684341886080802e-14,bppc8-02.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,bppc8-02.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,bppc8-02.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,bppc8-02.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,bppc8-02.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,1.4551915228366852e-11,gen.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,gen.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.4551915228366852e-11,gen.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,2.3283064365386963e-10,gen.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,3.4924596548080444e-10,gen.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-14.647480748247972,supportcase26.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,supportcase26.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,efficiency,8.49242250244697,supportcase26.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,determination,1.673470251262188e-10,supportcase26.mps.gz,gurobi,optimal,time_limit_feasible,ScaleObjective
metamorphic,efficiency,76.43180252205093,supportcase26.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,7.105427357601002e-15,neos-911970.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-911970.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,correctness,0.1999999999998181,neos-911970.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,5.684341886080802e-14,neos-911970.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,5.684341886080802e-14,neos-911970.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3610051-istra.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3610051-istra.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3610051-istra.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3610051-istra.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3610051-istra.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,29151.976647944015,milo-v13-4-3d-3-0.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,38951.97664794396,milo-v13-4-3d-3-0.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,33459.292911256314,milo-v13-4-3d-3-0.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,milo-v13-4-3d-3-0.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,5740.707088743686,milo-v13-4-3d-3-0.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,-0.01200000170908791,mad.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,0.3968000017084705,mad.mps.gz,gurobi,time_limit_feasible,optimal,TranslateObjective
metamorphic,efficiency,0.29320000000006985,mad.mps.gz,cplex,time_limit_feasible,optimal_tolerance,TranslateObjective
metamorphic,efficiency,0.031199352824986926,mad.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,0.11039998785665145,mad.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,ic97_tension.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,ic97_tension.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,ic97_tension.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,aflow30a.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,aflow30a.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,aflow30a.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,aflow30a.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,aflow30a.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,4.373490810394287e-06,neos-631517.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,3.725290298461914e-09,neos-631517.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.4901161193847656e-08,neos-631517.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,-1.1368683772161603e-13,qiu.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,qiu.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,qiu.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,3.410605131648481e-13,qiu.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,3.410605131648481e-13,qiu.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3610173-itata.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3610173-itata.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3610173-itata.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3610173-itata.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3610173-itata.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3118745-obra.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3118745-obra.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3118745-obra.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3118745-obra.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3118745-obra.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos16.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos16.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos16.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos16.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos16.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-596.0,graphdraw-domain.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,graphdraw-domain.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,efficiency,595.9999999999927,graphdraw-domain.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,graphdraw-domain.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,efficiency,4767.999999999971,graphdraw-domain.mps.gz,cplex,time_limit_feasible,optimal_tolerance,ScaleObjective
consistency,no,1.1641532182693481e-10,tr12-30.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,tr12-30.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,tr12-30.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,nexp-50-20-4-2.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,nexp-50-20-4-2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nexp-50-20-4-2.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nexp-50-20-4-2.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,nexp-50-20-4-2.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,exp-1-500-5-5.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,exp-1-500-5-5.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,exp-1-500-5-5.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,determination,0.0,neos-3530905-gaula.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,neos-3530905-gaula.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3530905-gaula.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-3530905-gaula.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3530905-gaula.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,pigeon-08.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,pigeon-08.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pigeon-08.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pigeon-08.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,pigeon-08.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,unclassified,,dell.mps.gz,both,inf_or_unbd,infeasible,
metamorphic,unclassified,,dell.mps.gz,gurobi,inf_or_unbd,inf_or_unbd,TranslateObjective
metamorphic,no,,dell.mps.gz,cplex,infeasible,infeasible,TranslateObjective
metamorphic,unclassified,,dell.mps.gz,gurobi,inf_or_unbd,inf_or_unbd,ScaleObjective
metamorphic,no,,dell.mps.gz,cplex,infeasible,infeasible,ScaleObjective
consistency,no,0.0,fiber.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,fiber.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,fiber.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,fiber.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,fiber.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3530903-gauja.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3530903-gauja.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,determination,0.0,neos-3530903-gauja.mps.gz,cplex,optimal,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-3530903-gauja.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3530903-gauja.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,qnet1_o.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,qnet1_o.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,qnet1_o.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,efficiency,-51377.87873376894,milo-v13-4-3d-4-0.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,68351.97664794396,milo-v13-4-3d-4-0.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,42314.80500291864,milo-v13-4-3d-4-0.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,111933.07254997361,milo-v13-4-3d-4-0.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,367067.27240261436,milo-v13-4-3d-4-0.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,nsa.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,nsa.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nsa.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,0.0,nsa.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,nsa.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,misc07.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,misc07.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,misc07.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,misc07.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,misc07.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,correctness,-0.9999999896754161,g200x740.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,g200x740.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,g200x740.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-3381206-awhea.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-3381206-awhea.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3381206-awhea.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3381206-awhea.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-3381206-awhea.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,-3.637978807091713e-12,qnet1.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,qnet1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,qnet1.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,correctness,11.700000000011642,qnet1.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,2.9103830456733704e-11,qnet1.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,determination,0.0,neos-3421095-cinca.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,neos-3421095-cinca.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-3421095-cinca.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,correctness,0.3029129207134247,neos-3421095-cinca.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,2.9802322387695312e-08,neos-3421095-cinca.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,4965.666666666686,bg512142.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,196.66666666668607,bg512142.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,8939.000000000175,bg512142.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,14498.666666666511,bg512142.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,44491.99999999977,bg512142.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,ic97_potential.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,ic97_potential.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,4.999970326543917,ic97_potential.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,ic97_potential.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,7.112533421604894e-05,ic97_potential.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,f2gap201600.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,f2gap201600.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,f2gap201600.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,1.1641532182693481e-10,neos-3627168-kasai.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,neos-3627168-kasai.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,1.1641532182693481e-10,neos-3627168-kasai.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,0.0014329422265291214,neos-3627168-kasai.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,2.3283064365386963e-10,neos-3627168-kasai.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,f2gap401600.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,f2gap401600.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,f2gap401600.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,bppc8-09.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,bppc8-09.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,bppc8-09.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,bppc8-09.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,bppc8-09.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,9.094947017729282e-13,binkar10_1.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,binkar10_1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.4551915228366852e-11,binkar10_1.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-4333596-skien.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,neos-4333596-skien.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-4333596-skien.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,f2gap801600.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,f2gap801600.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,f2gap801600.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,efficiency,-2.0,csched008.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,csched008.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,efficiency,2.0,csched008.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,csched008.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,efficiency,2.0,csched008.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,correctness,0.002706211120766966,neos-1396125.mps.gz,both,optimal,optimal_tolerance,
metamorphic,correctness,0.002710992571337556,neos-1396125.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,correctness,0.0180792886785639,neos-1396125.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,pigeon-10.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,pigeon-10.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pigeon-10.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pigeon-10.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,pigeon-10.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,fhnw-sq3.mps.gz,both,time_limit_infeasible,time_limit_infeasible,
metamorphic,no,,fhnw-sq3.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,fhnw-sq3.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,fhnw-sq3.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,ScaleObjective
metamorphic,no,,fhnw-sq3.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,ScaleObjective
consistency,no,-1.1102230246251565e-16,gsvm2rl3.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,gsvm2rl3.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,gsvm2rl3.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,5.093170329928398e-11,mtest4ma.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,mtest4ma.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,2.0867446437478065e-08,mtest4ma.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mtest4ma.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,5.573383532464504e-09,mtest4ma.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,correctness,-0.5,app2-2.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,app2-2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,app2-2.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-807639.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-807639.mps.gz,gurobi,optimal,optimal,TranslateObjective
